title,director1,director2,domestic,distributor,release,genre,runtime,rating,budget,worldwide,actor1,actor2,actor3,actor4,actor5,actor6,producer1,producer2,producer3,producer4,producer5,producer6,writer1,writer2,composer1,composer2
The Heartbreak Kid,The Farrelly Bros.,N/A,"$43,417,500",Paramount (DreamWorks),"October 5, 2007",Romantic Comedy,1 hrs. 55 min.,R,N/A,"$127,766,650",Carlos Mencia,Ben Stiller,Michelle Monaghan,N/A,N/A,N/A,Bradley Thomas,Charles B. Wessler,Ted Field,John Davis,N/A,N/A,Leslie Dixon,N/A,N/A,N/A
Heartbreak Ridge,Clint Eastwood,N/A,"$91,322,800",Warner Bros.,"December 5, 1986",War,2 hrs. 10 min.,R,N/A,N/A,Clint Eastwood,N/A,N/A,N/A,N/A,N/A,Clint Eastwood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clint Eastwood*,N/A
Heartbreaker,N/A,N/A,"$521,600",IFC,"September 10, 2010",Foreign,1 hrs. 45 min.,Unrated,N/A,"$47,355,187",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heartbreakers,N/A,N/A,"$57,868,100",MGM,"March 23, 2001",Crime Comedy,2 hrs. 2 min.,PG-13,$35 million,"$57,756,408",Zach Galifianakis*,Sigourney Weaver,Jennifer Love Hewitt,Anne Bancroft,Carrie Fisher*,N/A,John Davis,Clayton Townsend,N/A,N/A,N/A,N/A,N/A,N/A,John Debney,N/A
Heartbreakers (1984),N/A,N/A,"$359,500",Orion Pictures,"September 28, 1984",Drama,1 hrs. 38 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heartburn,Mike Nichols,N/A,"$55,404,600",Paramount,"July 25, 1986",Comedy / Drama,1 hrs. 49 min.,R,N/A,N/A,Kevin Spacey*,Meryl Streep,Jack Nicholson,N/A,N/A,N/A,Mike Nichols,N/A,N/A,N/A,N/A,N/A,Nora Ephron,N/A,N/A,N/A
Heartless,N/A,N/A,"$3,800",IFC,"November 19, 2010",Sci-Fi Horror,1 hrs. 49 min.,Unrated,N/A,N/A,Jim Sturgess,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,David Julyan,N/A
Hearts and Minds (Re-issue),N/A,N/A,"$37,600",Rialto,"October 22, 2004",Unknown,1 hrs. 52 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hearts in Atlantis,Scott Hicks,N/A,"$34,697,600",Warner Bros.,"September 28, 2001",Drama,1 hrs. 41 min.,PG-13,$31 million,"$30,919,415",Anthony Hopkins,N/A,N/A,N/A,N/A,N/A,Kerry Heysen,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mychael Danna,N/A
Hearts of Darkness,George Hickenlooper,N/A,"$2,578,100",Triton,"November 27, 1991",Documentary,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,George Hickenlooper,N/A,N/A,N/A
The Heat,Paul Feig,N/A,"$165,229,900",Fox,"June 28, 2013",Comedy,1 hrs. 57 min.,R,$43 million,"$229,930,771",Sandra Bullock,Melissa McCarthy,N/A,N/A,N/A,N/A,Peter Chernin,Dylan Clark,N/A,N/A,N/A,N/A,Katie Dippold,N/A,N/A,N/A
Heat,Michael Mann,N/A,"$124,663,000",Warner Bros.,"December 15, 1995",Crime Drama,2 hrs. 52 min.,R,N/A,"$187,436,818",Al Pacino,Robert DeNiro,Val Kilmer,Ashley Judd,Jon Voight*,Natalie Portman*,Pieter Jan Brugge,Michael Mann,Arnon Milchan,N/A,N/A,N/A,Michael Mann,N/A,Elliot Goldenthal,N/A
Heat (1987),N/A,N/A,"$5,800,700",New Century,"March 13, 1987",Unknown,2 hrs. 51 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heat and Dust,James Ivory,N/A,"$4,489,000",Universal,"September 15, 1983",Unknown,3 hrs. 9 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ruth Prawer Jhabvala,N/A,N/A,N/A
Heathcliff:<br/>The Movie,N/A,N/A,"$5,714,000",Atlantic,"January 17, 1986",Animation,1 hrs. 32 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heathers,Michael Lehman,N/A,"$2,267,200",New World,"March 31, 1989",Comedy,1 hrs. 42 min.,R,N/A,N/A,Winona Ryder,N/A,N/A,N/A,N/A,N/A,Denise Di Novi,N/A,N/A,N/A,N/A,N/A,Daniel Waters,N/A,N/A,N/A
Heaven,N/A,N/A,"$161,800",Island Pictures,"April 17, 1987",Unknown,1 hrs. 37 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Howard Shore,N/A
Heaven,Tom Tykwer,N/A,"$1,096,300",Miramax,"October 4, 2002",Drama / Thriller,1 hrs. 42 min.,R,N/A,"$784,399",Cate Blanchett,Giovanni Ribisi,N/A,N/A,N/A,N/A,Anthony Minghella,Sydney Pollack,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven,N/A,N/A,"$4,500",Miramax,"April 30, 1999",Thriller,1 hrs. 43 min.,R,N/A,N/A,Martin Donovan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven and Earth,Oliver Stone,N/A,"$11,408,700",Warner Bros.,"December 25, 1993",War Drama,2 hrs. 20 min.,PG-13,$33 million,N/A,Tommy Lee Jones,N/A,N/A,N/A,N/A,N/A,Arnon Milchan,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven Can Wait (1978),N/A,N/A,"$283,298,700",Paramount,"June 28, 1978",Fantasy Comedy,1 hrs. 41 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven Help Us,N/A,N/A,"$13,885,900",MGM,"February 8, 1985",Comedy,1 hrs. 44 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Horner,N/A
Heaven is for Real,Randall Wallace,N/A,"$89,138,000",TriStar,"April 16, 2014",Drama,1 hrs. 40 min.,PG,$12 million,"$101,332,962",Greg Kinnear,Thomas Haden Church,N/A,N/A,N/A,N/A,T.D. Jakes,Joe Roth,N/A,N/A,N/A,N/A,Chris Parker,Randall Wallace,Nick Glennie-Smith,N/A
Heaven Knows What,N/A,N/A,"$74,400",Radius-TWC,"May 29, 2015",Drama,1 hrs. 34 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven's Gate,N/A,N/A,"$10,517,800",United Artists,"November 19, 1980",Western,3 hrs. 39 min.,R,$44 million,N/A,Jeff Bridges,Mickey Rourke*,Christopher Walken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heaven's Prisoners,N/A,N/A,"$9,202,600",New Line,"May 17, 1996",Thriller,2 hrs. 13 min.,R,N/A,N/A,Alec Baldwin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scott Frank,N/A,George Fenton,N/A
Heavenly Bodies,N/A,N/A,"$4,207,800",MGM,"February 1, 1985",Unknown,1 hrs. 29 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heavenly Creatures,Peter Jackson,N/A,"$5,714,300",Miramax,"November 16, 1994",Fantasy Drama,1 hrs. 39 min.,R,$5 million,N/A,Kate Winslet,N/A,N/A,N/A,N/A,N/A,Peter Jackson,N/A,N/A,N/A,N/A,N/A,Fran Walsh,N/A,N/A,N/A
The Heavenly Kid,N/A,N/A,"$8,811,400",Orion Pictures,"July 26, 1985",Romantic Comedy,1 hrs. 31 min.,PG-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heavy,James Mangold,N/A,"$1,729,500",Lions Gate,"June 5, 1996",Drama,1 hrs. 53 min.,R,N/A,N/A,Liv Tyler,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James Mangold,N/A,N/A,N/A
Heavy Metal (re-issue),N/A,N/A,"$1,004,100",Sony / Columbia,"March 8, 1996",Animation,1 hrs. 30 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heavy Metal in Baghdad,N/A,N/A,"$4,600",Arts Alliance America,"May 23, 2008",Documentary,1 hrs. 24 min.,R,N/A,"$6,197",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heavy Petting,N/A,N/A,"$557,100",Skouras,"September 22, 1989",Documentary,1 hrs. 18 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heavyweights,Steven Brill,N/A,"$33,019,800",Buena Vista,"February 17, 1995",Family Comedy,1 hrs. 37 min.,PG,N/A,N/A,Ben Stiller,N/A,N/A,N/A,N/A,N/A,Judd Apatow,Roger Birnbaum,Joe Roth,N/A,N/A,N/A,Judd Apatow,N/A,N/A,N/A
The Hebrew Hammer,N/A,N/A,"$108,900",Strand,"December 19, 2003",Unknown,1 hrs. 25 min.,Unrated,$2 million,"$82,157",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hecho En Mexico,N/A,N/A,"$157,700",Lionsgate,"November 30, 2012",Foreign,1 hrs. 38 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hector And The Search For Happiness,Peter Chelsom,N/A,"$1,130,000",Relativity,"September 19, 2014",Drama,1 hrs. 54 min.,R,N/A,"$1,124,445",Simon Pegg,Toni Collette,Rosamund Pike,Stellan Skarsgard,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Hedgehog,N/A,N/A,"$724,000",NeoClassics Films,"August 19, 2011",Foreign,1 hrs. 38 min.,Unrated,N/A,"$12,721,617",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hedwig and the Angry Inch,John Cameron Mitchell,N/A,"$4,400,400",Fine Line,"July 20, 2001",Musical,1 hrs. 35 min.,R,N/A,"$3,644,200",John Cameron Mitchell,N/A,N/A,N/A,N/A,N/A,Michael De Luca,N/A,N/A,N/A,N/A,N/A,John Cameron Mitchell,N/A,Stephen Trask,N/A
Heidi Fleiss:<br/>Hollywood Madame,N/A,N/A,"$63,200",In Pictures,"February 9, 1996",Documentary,1 hrs. 46 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heidi's Song,N/A,N/A,"$14,153,100",Paramount,"November 19, 1982",Unknown,1 hrs. 34 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heights,Chris Terrio,N/A,"$1,470,500",Sony Classics,"June 17, 2005",Drama,1 hrs. 33 min.,R,N/A,"$1,306,281",Elizabeth Banks,Glenn Close,James Marsden,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Heir Apparent:<br/>Largo Winch,N/A,N/A,"$10,700",Music Box Films,"November 18, 2011",Foreign,1 hrs. 48 min.,Unrated,N/A,"$16,933,380",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heist,David Mamet,N/A,"$33,729,300",Warner Bros.,"November 9, 2001",Crime,1 hrs. 51 min.,R,$39 million,"$28,510,652",Danny DeVito,Sam Rockwell,N/A,N/A,N/A,N/A,Don Carmody,N/A,N/A,N/A,N/A,N/A,David Mamet,N/A,Theodore Shapiro,N/A
Held Up,N/A,N/A,"$7,089,000",Trimark,"May 12, 2000",Comedy,1 hrs. 28 min.,PG-13,N/A,N/A,Jamie Foxx,Nia Long,N/A,N/A,N/A,N/A,Neal H. Moritz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Helena From the Wedding,N/A,N/A,"$4,200",Film Movement,"November 12, 2010",Drama,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Helix... Loaded,N/A,N/A,"$4,700",Romar Entertainment,"March 25, 2005",Comedy,1 hrs. 37 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hell and Back Again,N/A,N/A,"$42,000",Docurama Films,"October 5, 2011",Documentary,1 hrs. 28 min.,Unrated,N/A,"$40,634",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hell Baby,Thomas Lennon &amp; Ben Garant,N/A,"$8,500",Millennium Ent.,"September 6, 2013",Horror Comedy,1 hrs. 33 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Thomas Lennon &amp; Ben Garant,N/A,N/A,N/A
Hell House,N/A,N/A,"$25,600",7th Art,"October 18, 2002",Unknown,1 hrs. 25 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hell Ride,N/A,N/A,"$241,600",Third Rail Releasing,"August 8, 2008",Action / Crime,1 hrs. 23 min.,R,N/A,"$390,128",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hell's Highway,N/A,N/A,"$2,900",Kino,"June 27, 2003",Unknown,N/A,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hell's Kitchen,N/A,N/A,"$18,700",Cowboy,"December 3, 1999",Unknown,N/A,Unrated,$6 million,N/A,Angelina Jolie,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellbent,N/A,N/A,"$231,800",Regent Releasing,"September 16, 2005",Horror,1 hrs. 25 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellbound:<br/>Hellraiser II,N/A,N/A,"$24,392,300",New World,"December 23, 1988",Horror,1 hrs. 36 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Young,N/A
Hellbound?,N/A,N/A,"$23,300",Area23a,"September 21, 2012",Documentary,1 hrs. 24 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellboy,Guillermo del Toro,N/A,"$77,962,400",Sony (Revolution),"April 2, 2004",Action Horror,1 hrs. 52 min.,PG-13,$66 million,"$99,318,987",N/A,N/A,N/A,N/A,N/A,N/A,Lawrence Gordon,Lloyd Levin,N/A,N/A,N/A,N/A,Guillermo del Toro,N/A,Marco Beltrami,N/A
Hellboy II:<br/>The Golden Army,Guillermo del Toro,N/A,"$85,934,600",Universal,"July 11, 2008",Action Horror,1 hrs. 50 min.,PG-13,$85 million,"$160,388,063",Seth MacFarlane,N/A,N/A,N/A,N/A,N/A,Lawrence Gordon,Lloyd Levin,N/A,N/A,N/A,N/A,Guillermo del Toro,N/A,Danny Elfman,N/A
Hellion,N/A,N/A,"$54,300",IFC,"June 13, 2014",Drama,1 hrs. 49 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hello Again,N/A,N/A,"$42,405,600",Buena Vista,"November 6, 1987",Fantasy Comedy,1 hrs. 36 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hello Brother,N/A,N/A,"$391,700",Vid.,"September 10, 1999",Unknown,2 hrs. 18 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hello Herman,N/A,N/A,"$8,200",Freestyle Releasing,"June 7, 2013",Drama,1 hrs. 25 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hello I Must Be Going,N/A,N/A,"$110,300",Oscilloscope Pictures,"September 7, 2012",Comedy / Drama,1 hrs. 35 min.,R,N/A,"$106,709",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hello Mary Lou:<br/>Prom Night II,N/A,N/A,"$5,572,900",Samuel Goldwyn,"October 16, 1987",Horror,1 hrs. 34 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellraiser,N/A,N/A,"$30,245,500",New World,"September 18, 1987",Horror,1 hrs. 33 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Christopher Young,N/A
Hellraiser 4:<br/>Bloodline,N/A,N/A,"$17,152,800",Miramax,"March 8, 1996",Horror,1 hrs. 25 min.,R,N/A,N/A,Adam Scott,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hellraiser III:<br/>Hell on Earth,N/A,N/A,"$24,526,200",Miramax,"September 11, 1992",Horror,1 hrs. 33 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Help,Tate Taylor,N/A,"$173,744,300",Buena Vista,"August 10, 2011",Drama,2 hrs. 17 min.,PG-13,$25 million,"$216,639,112",Emma Stone,Mike Vogel,Jessica Chastain,Viola Davis,David Oyelowo*,N/A,Chris Columbus,Brunson Green,Jeff Skoll,Tate Taylor,N/A,N/A,Tate Taylor,N/A,Thomas Newman,Thomas Newman
Help! I'm a Fish,N/A,N/A,"$759,400",TVA,"February 28, 2003",Unknown,1 hrs. 20 min.,G,N/A,"$563,911",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hemingway's Garden of Eden,N/A,N/A,"$22,600",Roadside Attractions,"December 10, 2010",Drama,1 hrs. 51 min.,R,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henning Mankell's 'Wallander':<br/>The Revenge,N/A,N/A,"$11,200",Music Box Films,"May 25, 2012",Foreign,N/A,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henri Cartier-Bresson:<br/>The Impassioned Eye,N/A,N/A,"$36,800",Palm,"January 13, 2006",Documentary,1 hrs. 12 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henri-Georges Clouzot's Inferno,N/A,N/A,"$26,600",Flicker Alley,"July 16, 2010",Documentary,1 hrs. 42 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henry &amp; June,N/A,N/A,"$22,205,100",Universal,"October 5, 1990",Romance,2 hrs. 17 min.,NC-17,N/A,"$23,472,449",Philip Kaufman,Uma Thurman,Kevin Spacey,Gary Oldman*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henry Fool,N/A,N/A,"$2,317,100",Sony Classics,"June 19, 1998",Comedy / Drama,2 hrs. 17 min.,R,N/A,N/A,Parker Posey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Henry Poole Is Here,Mark Pellington,N/A,"$2,077,000",Overture Films,"August 15, 2008",Comedy,1 hrs. 40 min.,PG,N/A,"$1,908,146",Luke Wilson,Radha Mitchell,N/A,N/A,N/A,N/A,Tom Lassally,Gary Lucchesi,Tom Rosenberg,Richard Wright,N/A,N/A,N/A,N/A,John Frizzell,N/A
Henry V,Kenneth Branagh,N/A,"$19,531,600",Samuel Goldwyn,"November 8, 1989",Unknown,2 hrs. 17 min.,PG-13,$9 million,N/A,Kenneth Branagh,Emma Thompson,Christian Bale,Judi Dench*,Ian Holm*,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Patrick Doyle,N/A
Henry's Crime,Malcolm Venville,N/A,"$105,900",Moving Pictures,"April 8, 2011",Comedy,1 hrs. 48 min.,R,N/A,"$204,940",Keanu Reeves,Vera Farmiga,N/A,N/A,N/A,N/A,Sacha Gervasi,Keanu Reeves,N/A,N/A,N/A,N/A,Sacha Gervasi,N/A,N/A,N/A
Henry:<br/>Portrait of a Serial Killer,N/A,N/A,"$1,170,900",Greycat,"January 5, 1990",Horror Thriller,1 hrs. 23 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Her (2013),Spike Jonze,N/A,"$26,032,500",Warner Bros.,"December 18, 2013",Comedy / Drama,2 hrs. 0 min.,R,$23 million,"$47,351,251",Joaquin Phoenix,Amy Adams,Scarlett Johansson,Rooney Mara,Chris Pratt,Olivia Wilde,Megan Ellison,Spike Jonze,Daniel Lupi,N/A,N/A,N/A,Spike Jonze,N/A,N/A,N/A
Her Alibi,N/A,N/A,"$38,245,900",Warner Bros.,"February 3, 1989",Romantic Comedy,1 hrs. 34 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Randy Newman*,N/A
Her Majesty,N/A,N/A,"$83,200",Panorama,"April 30, 2004",Unknown,1 hrs. 40 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,William Ross,N/A
Hera Purple,N/A,N/A,"$5,800",Pathfinder,"September 27, 2002",Unknown,1 hrs. 33 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herb &amp; Dorothy,N/A,N/A,"$211,900",Arthouse Films,"June 5, 2009",Documentary,1 hrs. 29 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herb and Dorothy 50x50,N/A,N/A,"$38,800",Fine Line Media,"September 13, 2013",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Goes Bananas,N/A,N/A,"$51,316,000",Buena Vista,"June 25, 1980",Family Comedy,1 hrs. 42 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Goes Bananas (Re-issue),N/A,N/A,"$2,920,900",Buena Vista,"June 12, 1981",Unknown,1 hrs. 42 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Goes to Monte Carlo,N/A,N/A,"$101,955,200",Disney,"June 24, 1977",Family Comedy,1 hrs. 40 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Goes to Monte Carlo (Re-issue),N/A,N/A,"$2,920,900",Buena Vista,"June 12, 1981",Unknown,1 hrs. 45 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Hancock:<br/>Possibilities,N/A,N/A,"$3,100",Magnolia,"April 14, 2006",Documentary,1 hrs. 30 min.,Unrated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie Rides Again,N/A,N/A,"$165,999,700",Disney,"June 6, 1974",Family,1 hrs. 28 min.,G,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Herbie:<br/>Fully Loaded,N/A,N/A,"$83,637,000",Buena Vista,"June 22, 2005",Family Comedy,1 hrs. 32 min.,G,$50 million,"$144,146,816",Lindsay Lohan,Michael Keaton,Matt Dillon,Breckin Meyer,Justin Long,N/A,Robert Simonds,N/A,N/A,N/A,N/A,N/A,Alfred Gough &amp; Miles Millar,Thomas Lennon &amp; Ben Garant,Mark Mothersbaugh,N/A
Hercules,N/A,N/A,"$175,335,600",Buena Vista,"June 15, 1997",Animation,1 hrs. 32 min.,G,$85 million,"$252,712,101",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alan Menken,N/A
Hercules (1983),N/A,N/A,"$27,520,900",MGM,"August 26, 1983",Fantasy,1 hrs. 38 min.,PG,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hercules (2014),Brett Ratner,N/A,"$73,048,500",Paramount,"July 25, 2014",Action / Adventure,1 hrs. 38 min.,PG-13,$100 million,"$243,388,614",The Rock,Rufus Sewell,N/A,N/A,N/A,N/A,Peter Berg,Beau Flynn,Stephen Jones,Brett Ratner,N/A,N/A,Ryan Condal,Evan Spiliotopoulos,N/A,N/A
Here (2012),N/A,N/A,"$26,700",Strand,"April 13, 2012",Romance,2 hrs. 6 min.,Unrated,N/A,"$26,743",Ben Foster,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
